code,name,district,percentage_pass,percentage_pass_round,national_rank,candidates_last,number_pass_last,percentage_pass_last,national_rank_last,school_type,longitude,latitude,ownership,ward,number_enrolled,number_teaching_staff,ratio,number_non_teaching_staff_by_school,number_non_teaching_staff_by_govt,region,candidates,number_pass,percentage_pass_change
PS0401-038,Tumaini Primary School,Iringa Municipal,86.66666667,87,1375,79,56,70.88607595,1413,primary,,,government,Kihesa,953,20,48,,0,Iringa,90,78,15.78059072
PS0401-040,Ukombozi Primary School,Iringa Municipal,100,100,38,53,53,100,84,primary,,,government,Mtwivila,464,20,23,,0,Iringa,53,53,0
PS0403-027,Itungi Primary School,Kilolo,47,47,8583,45,9,20,,primary,,,government,Mlafu,815,20,41,,,Iringa,100,47,27
PS0502-043,Kashozi Primary School,Bukoba,43.75,44,7836,57,3,5.263157895,13175,primary,,,government,Nyakato,420,20,21,1,0,Kagera,48,21,38.48684211
PS0502-122,Mubembe Primary School,Bukoba,54.79452055,55,7534,78,9,11.53846154,11067,primary,,,government,Kemondo,700,20,35,1,0,Kagera,73,40,43.25605901
PS0504-030,Kamagambo Primary School,Karagwe,32.85714286,33,12233,86,24,27.90697674,6579,primary,,,government,Kiruruma,881,20,44,,0,Kagera,70,23,4.950166113
PS0504-102,Rukole Primary School,Karagwe,38.46153846,38,9007,57,11,19.29824561,8646,primary,,,government,Ihanda,815,20,41,,0,Kagera,65,25,19.16329285
PS0506-091,Njiapanda Primary School,Ngara,52.88461538,53,6358,78,21,26.92307692,5846,primary,,,government,Kasulo,1113,20,56,,,Kagera,104,55,25.96153846
PS0601-176,Nyantare Primary School,Kasulu,71.05263158,71,3183,34,9,26.47058824,5468,primary,,,government,Murufiti,500,20,25,1,0,Kigoma,38,27,44.58204334
PS0601-187,Mugandazi Primary School,Kasulu,60,60,6316,37,7,18.91891892,10171,primary,,,government,Murufiti,540,20,27,1,0,Kigoma,65,39,41.08108108
PS0601-207,Sunzu Primary School,Kasulu,56.25,56,5786,38,10,26.31578947,4956,primary,,,government,Kumsenga,213,20,11,1,0,Kigoma,32,18,29.93421053
PS0603-002,Bigabiro Primary School,Kigoma,21.97802198,22,12040,89,8,8.988764045,12193,primary,,,government,Mwandiga,655,20,33,1,0,Kigoma,91,20,12.98925793
PS0603-060,Nyarubanda Primary School,Kigoma,47.88732394,48,6067,68,8,11.76470588,11651,primary,,,government,Mukigo,675,20,34,1,0,Kigoma,71,34,36.12261806
PS0603-086,Sokoine Primary School,Kigoma,45.58823529,46,6585,106,26,24.52830189,7985,primary,,,government,Mungonya,805,20,40,1,0,Kigoma,68,31,21.05993341
PS0603-144,Mtara Primary School,Kigoma,85,85,2783,50,25,50,3075,primary,,,government,Bitale,405,20,20,1,0,Kigoma,20,17,35
PS0603-160,Bweru Primary School,Kigoma,19.40298507,19,13635,74,17,22.97297297,8299,primary,,,government,Bitale,773,20,39,1,0,Kigoma,67,13,-3.569987898
PS0603-164,Juhudi Primary School,Kigoma,22.3880597,22,12418,78,13,16.66666667,8678,primary,,,government,Matendo,539,20,27,1,0,Kigoma,67,15,5.721393035
PS0604-008,Karuta Primary School,Kigoma Municipal,46.03174603,46,7097,67,19,28.35820896,5835,primary,,,government,Kasimbu,728,20,36,1,0,Kigoma,63,29,17.67353708
PS0701-164,Hai Primary School,Hai,88.23529412,88,2738,79,64,81.01265823,729,primary,,,government,Hai Mjini,463,20,23,2,,Kilimanjaro,68,60,7.22263589
PS0702-066,Longuo Primary School,Moshi,62.74509804,63,4652,45,17,37.77777778,3586,primary,,,government,Uru Kus/mawela,328,20,16,2,0,Kilimanjaro,51,32,24.96732026
PS0702-080,Makuyuni Primary School,Moshi,69.76744186,70,4737,93,37,39.78494624,3922,primary,,,government,Makuyuni,369,20,18,3,0,Kilimanjaro,43,30,29.98249562
PS0702-171,Sango Primary School,Moshi,80,80,2914,42,22,52.38095238,3362,primary,,,government,Kimochi,297,20,15,2,0,Kilimanjaro,45,36,27.61904762
PS0702-198,Marangu Hills Primary School,Moshi,100,100,622,58,57,98.27586207,256,primary,,,private,Marang Mash.,379,20,19,4,0,Kilimanjaro,50,50,1.724137931
PS0702-200,Korona Primary School,Moshi,66.1971831,66,4159,70,32,45.71428571,3227,primary,,,government,Makuyuni,513,20,26,2,0,Kilimanjaro,71,47,20.48289738
PS0703-001,Jamhuri Primary School,Moshi Municipal,100,100,579,82,61,74.3902439,1284,primary,,,government,Kiusa,449,20,22,2,0,Kilimanjaro,89,89,25.6097561
PS0703-008,Langoni Primary School,Moshi Municipal,65.11627907,65,3844,96,39,40.625,3821,primary,,,government,Mjimpya,833,20,42,2,0,Kilimanjaro,86,56,24.49127907
PS0703-012,Mandela Primary School,Moshi Municipal,94.68085106,95,1650,122,61,50,2964,primary,,,government,Pasua,809,20,40,2,0,Kilimanjaro,94,89,44.68085106
PS0703-016,Muungano Primary School,Moshi Municipal,100,100,506,79,72,91.13924051,508,primary,,,government,Kiusa,510,20,26,2,0,Kilimanjaro,72,72,8.860759494
PS0703-018,Pasua Primary School,Moshi Municipal,72.35772358,72,4294,92,62,67.39130435,1976,primary,,,government,Bomambuzi,883,20,44,2,0,Kilimanjaro,123,89,4.966419229
PS0703-034,Jitegemee Primary School,Moshi Municipal,73.40425532,73,3818,99,67,67.67676768,1268,primary,,,government,Pasua,822,20,41,2,0,Kilimanjaro,94,69,5.727487642
PS0705-151,Kastamu Primary School,Rombo,65.82278481,66,4436,73,36,49.31506849,2585,primary,,,government,Holili,504,20,25,2,,Kilimanjaro,79,52,16.50771632
PS0706-017,Hedaru Primary School,Same,94.44444444,94,913,80,48,60,2016,primary,,,government,Mabilioni,529,20,26,,0,Kilimanjaro,54,51,34.44444444
PS0706-059,Makanya Primary School,Same,65.2173913,65,5344,81,14,17.28395062,7398,primary,37.8263542,-4.3608102,government,Makanya,493,20,25,,0,Kilimanjaro,69,45,47.93344069
PS0801-066,Singino Primary School,Kilwa,74.25742574,74,1768,93,24,25.80645161,5858,primary,,,government,Kivinje,1258,20,63,,,Lindi,101,75,48.45097413
PS0901-014,Chiringe 'a' Primary School,Bunda,57.89473684,58,6419,110,45,40.90909091,4046,primary,,,government,Bunda,752,20,38,,,Mara,95,55,16.98564593
PS0901-136,Majengo Primary School,Bunda,73.07692308,73,3593,83,41,49.39759036,3038,primary,33.8764527,-2.0124077,government,Bunda,676,20,34,,,Mara,78,57,23.67933272
PS0902-102,Nyegina Primary School,Musoma,30.83333333,31,10825,139,40,28.77697842,6762,primary,,,government,,936,20,47,,,Mara,120,37,2.056354916
PS0903-012,Nyamatare 'a' Primary School,Musoma Municipal,55.14018692,55,6200,130,27,20.76923077,6654,primary,,,government,Nyamatare,690,20,35,1,,Mara,107,59,34.37095615
PS0903-024,Kamunyonge 'b' Primary School,Musoma Municipal,47.01492537,47,6765,130,57,43.84615385,3067,primary,,,government,,1209,20,60,,,Mara,134,63,3.168771527
PS0903-037,Kambarage 'b' Primary School,Musoma Municipal,67.44186047,67,4530,86,23,26.74418605,6287,primary,,,government,,830,20,42,,,Mara,86,58,40.69767442
PS0905-024,Gwitiryo Primary School,Tarime,92.68292683,93,1514,88,63,71.59090909,973,primary,34.4847924,-1.2690922,government,Nyamaraga,935,20,47,1,,Mara,82,76,21.09201774
PS1008-093,Ihanga Primary School,Mbarali,94.73684211,95,1024,116,83,71.55172414,1411,primary,,,government,Rujewa,986,20,49,,,Mbeya,95,90,23.18511797
PS1102-072,Madaraka Primary School,Kilosa,66.30434783,66,5101,81,34,41.97530864,3350,primary,36.9962884,-6.8339897,district council,Mkwatani,538,20,27,,0,Morogoro,92,61,24.32903918
PS1102-131,Mwenge Primary School,Kilosa,63.55932203,64,5312,108,63,58.33333333,1950,primary,,,district council,Kimamba  A,895,20,45,,0,Morogoro,118,75,5.225988701
PS1104-025,Kauzeni Primary School,Morogoro Municipal,25,25,11376,48,4,8.333333333,10052,primary,,,government,Kauzeni,465,20,23,1,0,Morogoro,64,16,16.66666667
PS1104-065,Misongeni Primary School,Morogoro Municipal,86.66666667,87,3304,32,18,56.25,2607,primary,,,government,Bigwa,351,20,18,1,0,Morogoro,45,39,30.41666667
PS1105-039,Madibira Primary School,Ulanga,59.72222222,60,5842,78,25,32.05128205,5344,primary,36.3664059,-8.780783,government,Mtimbira,852,20,43,,,Morogoro,72,43,27.67094017
PS1105-067,Nawigo Primary School,Ulanga,100,100,715,165,75,45.45454545,3257,primary,36.13654,-8.9351299,government,Malinyi,751,20,38,,,Morogoro,80,80,54.54545455
PS1106-030,Kidudwe Primary School,Mvomero,95.72649573,96,770,124,49,39.51612903,4300,primary,,,government,Mtibwa,843,20,42,,0,Morogoro,117,112,56.21036669
PS1106-125,Wami Luhindo Primary School,Mvomero,100,100,231,52,49,94.23076923,408,primary,,,government,Dakawa,411,20,21,,0,Morogoro,44,44,5.769230769
PS1203-020,Kambarage Primary School,Mtwara Municipal,84,84,2620,111,69,62.16216216,1636,primary,,,government,Shangani,968,20,48,2,,Mtwara,125,105,21.83783784
PS1204-105,Newala Primary School,Newala,100,100,625,70,68,97.14285714,541,primary,,,government,Luchingu,673,20,34,,0,Mtwara,66,66,2.857142857
PS1207-020,Mlimani Primary School,Masasi,64.44444444,64,3597,,,,,primary,,,government,Migongo,415,20,21,,0,Mtwara,45,29,
PS1304-007,Bugando Primary School,Mwanza Municipal,66.17647059,66,3566,80,63,78.75,3655,primary,,,government,Pamba,719,20,36,,1,Mwanza,68,45,-12.57352941
PS1304-049,Miembeni Primary School,Mwanza Municipal,49.47368421,49,6040,60,16,26.66666667,2476,primary,,,government,Pamba,675,20,34,,,Mwanza,95,47,22.80701754
PS1304-076,Nyashana Primary School,Mwanza Municipal,58.82352941,59,6002,86,47,54.65116279,7419,primary,,,government,Mbugani,1049,20,52,,,Mwanza,136,80,4.172366621
PS1306-059,Katwe Primary School,Sengerema,62.13592233,62,5113,85,16,18.82352941,7702,primary,32.0868717,-2.4130368,government,Katwe,1311,20,66,,0,Mwanza,103,64,43.31239292
PS1306-082,Ngoma Primary School,Sengerema,69.33333333,69,2736,28,27,96.42857143,469,primary,,,government,Igalula,1025,20,51,,0,Mwanza,75,52,-27.0952381
PS1306-116,Balatogwa Primary School,Sengerema,25.53191489,26,11197,92,9,9.782608696,11442,primary,,,government,Mwabaluhi,783,20,39,,0,Mwanza,47,12,15.7493062
PS1306-119,Butonga Primary School,Sengerema,42.62295082,43,9117,92,44,47.82608696,2831,primary,,,government,Igulumki,548,20,27,,0,Mwanza,61,26,-5.203136137
PS1306-155,Lugasa Primary School,Sengerema,48.57142857,49,6994,80,33,41.25,4503,primary,,,government,Nyakaliro,1077,20,54,,0,Mwanza,140,68,7.321428571
PS1306-168,Mandela Primary School,Sengerema,48.48484848,48,6328,90,16,17.77777778,7660,primary,,,government,Bulyaheke,1202,20,60,,0,Mwanza,99,48,30.70707071
PS1401-046,Mbwewe Primary School,Bagamoyo,74.41860465,74,3984,63,41,65.07936508,1149,primary,,,government,Mbwewe,1031,20,52,1,,Pwani,86,64,9.339239572
PS1401-118,Sirajul Munir Primary School,Bagamoyo,100,100,93,12,12,100,412,primary,,,private,Magomeni,283,20,14,7,,Pwani,16,16,0
PS1501-090,Singiwe Primary School,Kalambo,26.02739726,26,11966,49,23,46.93877551,,primary,,,government,Matai,718,20,36,,0,Rukwa,73,19,-20.91137825
PS1502-010,Kabwe Primary School,Nkasi,35,35,8756,62,20,32.25806452,4725,primary,,,government,Kabwe,1510,20,76,,0,Rukwa,80,28,2.741935484
PS1502-022,Kirando Primary School,Nkasi,48.48484848,48,5897,86,44,51.1627907,2719,primary,,,government,Kirando,1648,20,82,,0,Rukwa,132,64,-2.677942213
PS1502-046,Namanyere Primary School,Nkasi,100,100,666,90,85,94.44444444,494,primary,,,government,Namnyere,1004,20,50,,0,Rukwa,85,85,5.555555556
PS1502-074,Mvimwa Primary School,Nkasi,100,100,110,56,56,100,45,primary,,,private,Kate,445,20,22,7,0,Rukwa,58,58,0
PS1503-076,Miangalua Primary School,Sumbawanga,32.91139241,33,10785,92,14,15.2173913,9708,primary,,,government,Miangalua,703,20,35,,0,Rukwa,79,26,17.6940011
PS1503-114,Ndelema Primary School,Sumbawanga,58.97435897,59,6502,80,32,40,5124,primary,,,government,Laela,644,20,32,,0,Rukwa,78,46,18.97435897
PS1601-165,Masumuni Primary School,Mbinga,73.58490566,74,3613,43,14,32.55813953,6182,primary,,,government,Mjini,423,20,21,,0,Ruvuma,53,39,41.02676613
PS1602-026,Mataka Primary School,Tunduru,7.142857143,7,14899,69,18,26.08695652,10406,primary,,,government,Mchangani,348,20,17,,,Ruvuma,56,4,-18.94409938
PS1604-031,Samora Primary School,Songea Municipal,49.53271028,50,6939,88,27,30.68181818,6535,primary,,,government,Mjimwema,881,20,44,,0,Ruvuma,107,53,18.8508921
PS1703-058,Masagala Primary School,Kishapu,48.24561404,48,6740,53,1,1.886792453,,primary,,,government,Songwa,1115,20,56,,0,Shinyanga,114,55,46.35882158
PS1802-075,Pentagon Primary School,Manyoni,64.43298969,64,4317,141,80,56.73758865,1732,primary,,,government,Itigi Majengo,829,20,41,3,0,Singida,194,125,7.695401038
PS2002-019,Jitengeni Primary School,Korogwe,97.87234043,98,591,37,9,24.32432432,1021,primary,,,government,Mombo,580,20,29,,,Tanga,47,46,73.5480161
PS2101-056,Magugu Primary School,Babati,56.14035088,56,5401,74,23,31.08108108,4098,primary,,,government,Magugu,618,20,31,,,Manyara,57,32,25.0592698
PS2101-067,Minjingu Primary School,Babati,59.45945946,59,6409,93,16,17.20430108,8398,primary,,,government,Nkaiti,710,20,36,,,Manyara,74,44,42.25515838
PS2101-072,Oim Primary School,Babati,51.85185185,52,6752,56,21,37.5,5056,primary,,,government,Gallapo,678,20,34,,,Manyara,81,42,14.35185185
PS2101-074,Orng'adida Primary School,Babati,70.14925373,70,4638,58,26,44.82758621,3443,primary,,,government,Qash,700,20,35,,,Manyara,67,47,25.32166752
PS2102-019,Gendabi Primary School,Hanang,47.91666667,48,7715,110,16,14.54545455,10244,primary,35.346862,-4.4277956,government,Gendabi,696,20,35,,1,Manyara,96,46,33.37121212
PS2104-005,Ayamaami Primary School,Mbulu,52.23880597,52,6599,88,18,20.45454545,6844,primary,35.5606176,-3.8830261,government,Ayamaami,445,20,22,4,,Manyara,67,35,31.78426052
PS2104-010,Daudi Primary School,Mbulu,51.89873418,52,5952,117,26,22.22222222,7964,primary,35.5668138,-3.7576702,government,Daudi,738,20,37,4,,Manyara,79,41,29.67651196
PS2104-014,Dongobesh Chini Primary School,Mbulu,46.96969697,47,7234,83,17,20.48192771,8192,primary,,,government,Dongobesh,365,20,18,4,,Manyara,66,31,26.48776926
PS2104-069,Silaloda Primary School,Mbulu,30.15873016,30,10812,105,26,24.76190476,8215,primary,35.4998436,-3.8561208,government,Gunyoda,673,20,34,4,,Manyara,63,19,5.396825397
PS2401-014,Butinzya Primary School,Bukombe,63.15789474,63,5152,,,,,primary,,,government,Butinzya,853,20,43,1,0,Geita,76,48,
PS2401-018,Igulwa Primary School,Bukombe,83.69565217,84,2307,,,,,primary,,,government,Igulwa,720,20,36,1,0,Geita,92,77,
PS2401-033,Kapela Primary School,Bukombe,58.33333333,58,6238,,,,,primary,,,government,Igulwa,731,20,37,1,0,Geita,96,56,
PS2401-069,Mwenge Primary School,Bukombe,86.20689655,86,1713,,,,,primary,,,government,Igulwa,707,20,35,1,0,Geita,58,50,
PS2402-017,Buzirayombo Primary School,Chato,69.23076923,69,4131,,,,,primary,,,government,Bukome,1182,20,59,,,Geita,78,54,
PS2402-081,Magufuli Primary School,Chato,69.3877551,69,3090,,,,,primary,,,government,Muungano,634,20,32,,,Geita,49,34,
PS2404-016,Buyagu Primary School,Geita,27.88461538,28,11177,,,,,primary,32.2247698,-2.9853373,government,Nyakamwaga,728,20,36,,0,Geita,104,29,
PS2404-121,Nyamboge Primary School,Geita,39.39393939,39,8591,,,,,primary,,,government,Katoma,756,20,38,,0,Geita,165,65,
PS2501-034,Rungwa Primary School,Mlele,56.75675676,57,7212,,,,,primary,,,government,Kasansa,612,20,31,,,Katavi,74,42,
PS2503-007,Igagala Primary School,Mpanda,54.54545455,55,7380,,,,,primary,,,government,Mpandandogo,422,20,21,,0,Katavi,22,12,
PS2503-033,Lake Tanganyika Primary School,Mpanda,24.3902439,24,12463,,,,,primary,,,government,Ikola,1213,20,61,,0,Katavi,82,20,
PS2603-002,Bwawani Primary School,Makambako,92.40506329,92,931,,,,,primary,,,government,Mjimwema,827,20,41,1,0,Njombe,79,73,
PS2603-025,Mshikamano Primary School,Makambako,100,100,436,,,,,primary,,,government,Ubena,875,20,44,1,0,Njombe,77,77,
PS2604-025,Kkkt Viziwi Primary School,Njombe,100,100,1325,,,,,primary,,,private,Mjimwema,120,20,6,,0,Njombe,9,9,
PS2604-051,Mjimwema Primary School,Njombe,69.33333333,69,3962,,,,,primary,,,government,Mjimwema,914,20,46,,0,Njombe,75,52,
PS2703-028,Kiloleli Primary School,Busega,50.61728395,51,5379,,,,,primary,33.4777341,-2.4755209,government,Kiloleli,1103,20,55,1,,Simiyu,81,41,
S0385,Ujiji Secondary School,Kigoma Municipal,81,81,1056,163,97,59.50920245,889,secondary,,,private,Gungu,649,20,32,15,0,Kigoma,207,168,21.49079755
S0560,Kasulu Secondary School,Kasulu,79,79,1060,222,122,54.95495496,1041,secondary,,,private,Murubona,557,20,28,15,0,Kigoma,313,248,24.04504505
S0593,Hagati Secondary School,Mbinga,47,47,3009,136,55,40.44117647,1799,secondary,,,government,Maguu,327,20,16,1,5,Ruvuma,94,44,6.558823529
S0680,Mwazye Secondary School,Kalambo,59,59,2686,70,30,42.85714286,1907,secondary,,,government,Mwazye,460,20,23,0,0,Rukwa,71,42,16.14285714
S0704,Nshamba Secondary School,Muleba,64,64,1953,193,64,33.16062176,1980,secondary,,,government,Nshamba,437,20,22,2,,Kagera,95,61,30.83937824
S0792,Mangaka Secondary School,Nanyumbu,18,18,4182,63,12,19.04761905,3754,secondary,,,government,Mangaka,453,20,23,0,0,Mtwara,55,10,-1.047619048
S0896,Kizuka Secondary School,Morogoro,99,99,421,64,62,96.875,352,secondary,,,private,Ngerengere,728,20,36,17,11,Morogoro,89,88,2.125
S0919,Nduruma Secondary School,Arusha,38,38,3513,76,24,31.57894737,1765,secondary,36.806834,-3.503207,government,Nduruma,269,20,13,0,6,Arusha,99,38,6.421052632
S0959,Mlali Secondary School,Kongwa,50,50,3036,84,34,40.47619048,1773,secondary,36.7507761,-6.3046148,government,Mlali,352,20,18,,1,Dodoma,72,36,9.523809524
S0964,Hombolo Secondary School,Dodoma Municipal,74,74,1408,130,45,34.61538462,2529,secondary,,,government,Hombolo,453,20,23,4,,Dodoma,43,32,39.38461538
S1120,Moita Secondary School,Monduli,89,89,662,93,58,62.3655914,694,secondary,,,government,Moita,465,20,23,9,0,Arusha,91,81,26.6344086
S1188,Neluka Secondary School,Temeke Municipal,74,74,1182,96,64,66.66666667,764,secondary,-6.88823017,39.2890262,private,Mbagala Kuu,223,20,11,16,0,Dar es Salaam,94,70,7.333333333
S1215,Engusero Secondary School,Kiteto,48,48,2933,108,21,19.44444444,3349,secondary,,,government,Engusero,420,20,21,4,0,Manyara,77,37,28.55555556
S1266,Maretadu Secondary School,Mbulu,73,73,1489,121,60,49.58677686,1104,secondary,,,government,Maretadu,261,20,13,5,,Manyara,44,32,23.41322314
S1269,Makuzani Secondary School,Sumbawanga,61,61,1985,66,28,42.42424242,1576,secondary,,,government,Sandulula,349,20,17,4,0,Rukwa,69,42,18.57575758
S1293,Ikorongo Secondary School,Serengeti,49,49,2817,85,28,32.94117647,2522,secondary,34.566894,-1.745728,government,Rung'abure,608,20,30,3,,Mara,59,29,16.05882353
S1328,Pio Secondary School,Kongwa,100,100,239,86,86,100,146,secondary,,,private,Kibaigwa,559,20,28,,9,Dodoma,97,97,0
S1398,Mwingiro Secondary School,Nyang'hwale,67,67,1447,62,21,33.87096774,2312,secondary,,,government,Mwingiro,345,20,17,1,,Geita,45,30,33.12903226
S1434,Pius Secondary School,Temeke Municipal,92,92,588,,,,,secondary,,,private,Toangoma,481,20,24,23,0,Dar es Salaam,125,115,
S1441,Bakili Muluzi Secondary School,Kinondoni Municipal,90,90,1534,23,8,34.7826087,2387,secondary,,,private,Mbweni,42,20,2,11,0,Dar es Salaam,10,9,55.2173913
S1504,Katoma Secondary School,Bukoba,48,48,2635,107,33,30.8411215,2260,secondary,,,government,Katoma,413,20,21,3,0,Kagera,58,28,17.1588785
S1719,Nasuli Secondary School,Namtumbo,34,34,3746,59,17,28.81355932,3215,secondary,,,government,Namtumbo,410,20,21,,,Ruvuma,65,22,5.186440678
S1742,Lubanga Secondary School,Geita,64,64,1842,83,29,34.93975904,2625,secondary,,,government,Isulabutunwe,399,20,20,1,0,Geita,44,28,29.06024096
S2055,Mutenga Secondary School,Kilombero,25,25,4057,79,18,22.78481013,3609,secondary,35.8186396,-8.9415036,government,Utengule,202,20,10,2,0,Morogoro,53,13,2.215189873
S2167,Kinole Secondary School,Morogoro,48,48,3495,67,7,10.44776119,3983,secondary,,,government,Kinole,203,20,10,1,0,Morogoro,42,20,37.55223881
S2199,Mwankoko Secondary School,Singida Municipal,48,48,2986,46,23,50,1264,secondary,,,government,Mwankoko,197,20,10,,0,Singida,23,11,-2
S2201,Unyamikumbi Secondary School,Singida Municipal,59,59,2047,166,45,27.10843373,2746,secondary,,,government,Unyamikumbi,261,20,13,,0,Singida,49,29,31.89156627
S2211,Mwilamvya Secondary School,Kasulu,100,100,102,88,88,100,115,secondary,,,private,Murusi,581,20,29,16,0,Kigoma,80,80,0
S2216,Mazoka Secondary School,Sumbawanga,36,36,3458,64,17,26.5625,2852,secondary,,,government,Muze,373,20,19,4,0,Rukwa,47,17,9.4375
S2312,Selebu Secondary School,Kilolo,73,73,1185,100,43,43,1157,secondary,,,government,Image,371,20,19,6,,Iringa,44,32,30
S2677,Mgama Secondary School,Iringa,56,56,2356,121,39,32.23140496,2359,secondary,,,government,Mgama,515,20,26,3,,Iringa,73,41,23.76859504
S2713,Nyamunga Secondary School,Rorya,51,51,3112,68,25,36.76470588,2845,secondary,33.8503202,-1.4356325,government,Nyamunga,440,20,22,4,,Mara,69,35,14.23529412
S2823,Gorowa Secondary School,Babati,62,62,1551,45,20,44.44444444,1650,secondary,,,government,Ayasanda,247,20,12,3,0,Manyara,45,28,17.55555556
S2841,Nanjara Secondary School,Rombo,48,48,2418,165,38,23.03030303,2895,secondary,,,government,Nanjara Reha,433,20,22,3,0,Kilimanjaro,103,49,24.96969697
S3050,Mpunguzi Secondary School,Dodoma Municipal,54,54,2312,133,45,33.83458647,2563,secondary,,,government,Mpunguzi,576,20,29,6,,Dodoma,96,52,20.16541353
S3111,Angaza Secondary School,Lindi Municipal,58,58,2506,75,16,21.33333333,3494,secondary,,,government,Wailes,340,20,17,,1,Lindi,62,36,36.66666667
